0.755517, -2.026275, 0
-1.650140, -2.532144, 0
-1.873640, -2.966237, 0
-3.186972, 1.164566, 0
-1.727789, -0.379689, 0
-1.792001, 0.327539, 0
-1.595732, -1.372702, 0
-0.417042, -1.072088, 0
-0.758367, -0.781922, 0
-0.319185, -0.421734, 0
2.474912, -0.187316, 1
0.636694, 3.048710, 1
0.759119, 0.616392, 1
2.428178, 1.094269, 1
0.723671, 1.310870, 1
3.790524, -0.078976, 1
2.315314, -0.476432, 1
0.677014, 1.843718, 1
2.219673, 2.993819, 1
-0.707548, -1.106927, 1
0.909314, 0.941740, 1
1.570945, 1.972516, 1
2.495492, 1.341609, 1
-0.288590, 1.389620, 1
0.714456, 2.006003, 1
0.572878, 3.242036, 1
1.440613, -0.313084, 1
1.966038, 1.488419, 1
1.623160, 2.112123, 1
-0.546654, 1.281452, 1
-0.446035, -0.048013, 1
0.459371, -1.963790, 1
1.568171, 1.079716, 1
0.075801, 0.178994, 1
-1.817094, 0.105656, 1
2.114524, 0.027688, 1
0.134953, 1.627859, 1
0.407698, 1.769477, 1
1.796591, -0.015703, 1
0.620454, 0.473740, 1
1.420786, 1.217843, 1
0.996971, 0.352446, 1
0.556126, -1.178946, 1
0.993393, -0.178470, 1
1.937137, 1.073708, 1
-0.131352, 0.616430, 1
0.034154, 1.860023, 1
0.493725, 0.657575, 1
0.651954, 1.458197, 1
2.424029, 1.363527, 1
-0.528112, 1.179713, 1
2.197142, 0.682672, 1
0.346435, 2.042562, 1
2.358996, 0.482776, 1
0.502700, 0.399724, 1
2.184190, -0.736371, 1
0.283157, 1.198862, 1
2.079324, 0.619176, 1
-0.385356, 0.483949, 1
1.692357, 1.388475, 1
0.258946, 2.236614, 1
0.780393, 2.392269, 1
0.707487, 2.437795, 1
0.661820, 0.427382, 1
0.181586, 1.698983, 1
2.760380, 1.317642, 1
-0.431569, -1.459176, 1
3.906790, 1.258767, 1
0.699009, -0.998399, 1
0.762879, 0.505304, 1
1.300818, 0.976728, 1
-0.618507, 3.342214, 1
1.092341, 0.007687, 1
0.610880, 1.084759, 1
0.800758, 1.233194, 1
1.671460, 2.003846, 1
-0.883329, 0.026007, 1
1.386088, 1.892964, 1
-0.094997, 2.285599, 1
0.767059, 1.374432, 1
-1.053110, 1.947024, 1
0.495705, -0.388736, 1
0.324359, 1.768426, 1
3.718631, 0.451963, 1
0.144707, 3.437156, 1
-0.108145, 0.351918, 1
-0.018417, 1.123021, 1
1.551509, 0.129339, 1
1.416394, 1.328060, 1
0.092913, 2.404532, 1
1.207642, 2.452171, 1
0.469721, 1.282346, 1
0.668094, 0.140620, 1
0.345498, 0.100175, 1
0.493217, 0.949473, 1
1.356177, 1.561791, 1
3.091887, 2.311085, 1
1.818921, -0.166578, 1
2.226086, 2.566454, 1
0.905769, 0.535979, 1
1.954854, 2.023913, 1
0.144645, 1.913215, 1
1.360029, 1.854788, 1
0.314747, -0.421896, 1
0.840267, 1.595665, 1
-1.306993, 1.428203, 1
-0.109987, 0.805794, 1
-0.287255, -1.477375, 1
0.525552, 1.283241, 1
1.204735, 0.657557, 1
